Victimas,FECHA,Año,Mes,Dia,HORA,Franja_Horaria,Tipo_calle,Cruce,Direccion_Normalizada,COMUNA,X,Y,Victima,Acusado,Rol,Sexo,Edad
1,2017-03-12,2017,3,12,05:00:00,5,GRAL PAZ,LOS CEDROS,"PAZ, GRAL. AV. y LOS CEDROS",8,-58.48892175,-34.68359163,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,41-50
1,2017-03-12,2017,3,12,05:00:00,5,GRAL PAZ,LOS CEDROS,"PAZ, GRAL. AV. y LOS CEDROS",8,-58.48892175,-34.68359163,AUTO,AUTO,PEATON,MASCULINO,71-80
1,2017-03-12,2017,3,12,05:00:00,5,GRAL PAZ,LOS CEDROS,"PAZ, GRAL. AV. y LOS CEDROS",8,-58.48892175,-34.68359163,AUTO,AUTO,PEATON,FEMENINO,81+
1,2017-03-12,2017,3,12,05:00:00,5,GRAL PAZ,LOS CEDROS,"PAZ, GRAL. AV. y LOS CEDROS",8,-58.48892175,-34.68359163,AUTO,AUTO,CONDUCTOR,MASCULINO,21-30
1,2017-03-12,2017,3,12,05:00:00,5,GRAL PAZ,LOS CEDROS,"PAZ, GRAL. AV. y LOS CEDROS",8,-58.48892175,-34.68359163,AUTO,AUTO,PEATON,MASCULINO,61-70
1,2017-03-12,2017,3,12,07:30:00,7,GRAL PAZ,"GUTIERREZ, RICARDO","PAZ, GRAL. AV. y GUTIERREZ, RICARDO",11,-58.52466448,-34.60325478,AUTO,AUTO,CONDUCTOR,MASCULINO,21-30
1,2017-03-12,2017,3,12,07:30:00,7,GRAL PAZ,"GUTIERREZ, RICARDO","PAZ, GRAL. AV. y GUTIERREZ, RICARDO",11,-58.52466448,-34.60325478,AUTO,AUTO,CONDUCTOR,FEMENINO,41-50
1,2017-03-12,2017,3,12,07:30:00,7,GRAL PAZ,"GUTIERREZ, RICARDO","PAZ, GRAL. AV. y GUTIERREZ, RICARDO",11,-58.52466448,-34.60325478,AUTO,AUTO,CONDUCTOR,MASCULINO,21-30
1,2017-03-12,2017,3,12,07:30:00,7,GRAL PAZ,"GUTIERREZ, RICARDO","PAZ, GRAL. AV. y GUTIERREZ, RICARDO",11,-58.52466448,-34.60325478,AUTO,AUTO,CONDUCTOR,MASCULINO,31-40
1,2017-03-12,2017,3,12,07:30:00,7,GRAL PAZ,"GUTIERREZ, RICARDO","PAZ, GRAL. AV. y GUTIERREZ, RICARDO",11,-58.52466448,-34.60325478,AUTO,AUTO,CONDUCTOR,MASCULINO,31-40
1,2017-03-13,2017,3,13,07:50:00,7,CALLE,No,GODOY CRUZ 2651,14,-58.42554218,-34.57929036,PEATON,AUTO,PEATON,MASCULINO,51-60
1,2017-03-13,2017,3,13,07:50:00,7,CALLE,No,GODOY CRUZ 2651,14,-58.42554218,-34.57929036,PEATON,AUTO,PEATON,MASCULINO,41-50
1,2017-03-13,2017,3,13,07:50:00,7,CALLE,No,GODOY CRUZ 2651,14,-58.42554218,-34.57929036,PEATON,AUTO,PEATON,MASCULINO,21-30
1,2017-03-13,2017,3,13,07:50:00,7,CALLE,No,GODOY CRUZ 2651,14,-58.42554218,-34.57929036,PEATON,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,21-30
3,2017-03-23,2017,3,23,05:00:00,5,AVENIDA,"VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,31-40
3,2017-03-23,2017,3,23,05:00:00,5,AVENIDA,"VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,21-30
3,2017-03-23,2017,3,23,05:00:00,5,AVENIDA,"VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,31-40
3,2017-03-23,2017,3,23,05:00:00,5,AVENIDA,"VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,31-40
3,2017-03-23,2017,3,23,05:00:00,5,AVENIDA,"VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO,OBJETO FIJO,PEATON,FEMENINO,31-40
3,2017-03-23,2017,3,23,05:00:00,5,AVENIDA,"VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO,OBJETO FIJO,PEATON,FEMENINO,71-80
3,2017-03-23,2017,3,23,05:00:00,5,AVENIDA,"VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,41-50
3,2017-03-23,2017,3,23,05:00:00,5,AVENIDA,"VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,21-30
2,2017-03-29,2017,3,29,18:00:00,18,GRAL PAZ,CAMPANA,"PAZ, GRAL. AV. y CAMPANA",12,-58.51452347,-34.58159762,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,31-40
2,2017-03-29,2017,3,29,18:00:00,18,GRAL PAZ,CAMPANA,"PAZ, GRAL. AV. y CAMPANA",12,-58.51452347,-34.58159762,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,21-30
2,2017-03-29,2017,3,29,18:00:00,18,GRAL PAZ,CAMPANA,"PAZ, GRAL. AV. y CAMPANA",12,-58.51452347,-34.58159762,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,31-40
2,2017-03-29,2017,3,29,18:00:00,18,GRAL PAZ,CAMPANA,"PAZ, GRAL. AV. y CAMPANA",12,-58.51452347,-34.58159762,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,31-40
2,2017-03-29,2017,3,29,18:00:00,18,GRAL PAZ,CAMPANA,"PAZ, GRAL. AV. y CAMPANA",12,-58.51452347,-34.58159762,MOTO,PASAJEROS,PEATON,MASCULINO,71-80
2,2017-03-29,2017,3,29,18:00:00,18,GRAL PAZ,CAMPANA,"PAZ, GRAL. AV. y CAMPANA",12,-58.51452347,-34.58159762,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,31-40
1,2017-03-31,2017,3,31,03:00:00,3,AVENIDA,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOTO,CARGAS,CONDUCTOR,MASCULINO,21-30
1,2017-03-31,2017,3,31,03:00:00,3,AVENIDA,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOTO,CARGAS,CONDUCTOR,MASCULINO,41-50
1,2017-03-31,2017,3,31,03:00:00,3,AVENIDA,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOTO,CARGAS,PEATON,MASCULINO,81+
1,2017-03-31,2017,3,31,03:00:00,3,AVENIDA,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOTO,CARGAS,CONDUCTOR,MASCULINO,11-20
1,2017-03-31,2017,3,31,03:00:00,3,AVENIDA,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOTO,CARGAS,PEATON,MASCULINO,31-40
1,2017-03-31,2017,3,31,03:00:00,3,AVENIDA,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOTO,CARGAS,PEATON,FEMENINO,51-60
1,2017-04-01,2017,4,1,19:00:00,19,AVENIDA,LAUTARO,CASTAÃ‘ARES AV. y LAUTARO,7,-58.44516857,-34.64363363,MOTO,AUTO,PEATON,MASCULINO,21-30
1,2017-04-01,2017,4,1,19:00:00,19,AVENIDA,LAUTARO,CASTAÃ‘ARES AV. y LAUTARO,7,-58.44516857,-34.64363363,MOTO,AUTO,CONDUCTOR,FEMENINO,41-50
1,2017-04-01,2017,4,1,19:00:00,19,AVENIDA,LAUTARO,CASTAÃ‘ARES AV. y LAUTARO,7,-58.44516857,-34.64363363,MOTO,AUTO,PEATON,FEMENINO,51-60
1,2017-04-01,2017,4,1,19:00:00,19,AVENIDA,LAUTARO,CASTAÃ‘ARES AV. y LAUTARO,7,-58.44516857,-34.64363363,MOTO,AUTO,PEATON,MASCULINO,61-70
1,2017-04-01,2017,4,1,19:00:00,19,AVENIDA,LAUTARO,CASTAÃ‘ARES AV. y LAUTARO,7,-58.44516857,-34.64363363,MOTO,AUTO,PEATON,FEMENINO,41-50
1,2017-04-01,2017,4,1,19:00:00,19,AVENIDA,LAUTARO,CASTAÃ‘ARES AV. y LAUTARO,7,-58.44516857,-34.64363363,MOTO,AUTO,CONDUCTOR,MASCULINO,41-50
1,2017-04-01,2017,4,1,19:00:00,19,AVENIDA,LAUTARO,CASTAÃ‘ARES AV. y LAUTARO,7,-58.44516857,-34.64363363,MOTO,AUTO,CONDUCTOR,MASCULINO,61-70
1,2017-04-01,2017,4,1,19:00:00,19,AVENIDA,LAUTARO,CASTAÃ‘ARES AV. y LAUTARO,7,-58.44516857,-34.64363363,MOTO,AUTO,CONDUCTOR,FEMENINO,41-50
1,2017-04-03,2017,4,3,09:40:00,9,AVENIDA,No,"GUIRALDES, INT. 2699",13,-58.43834197,-34.54560369,AUTO,MULTIPLE,CONDUCTOR,MASCULINO,41-50
1,2017-04-03,2017,4,3,09:40:00,9,AVENIDA,No,"GUIRALDES, INT. 2699",13,-58.43834197,-34.54560369,AUTO,MULTIPLE,CONDUCTOR,MASCULINO,41-50
1,2017-04-03,2017,4,3,09:40:00,9,AVENIDA,No,"GUIRALDES, INT. 2699",13,-58.43834197,-34.54560369,AUTO,MULTIPLE,CONDUCTOR,MASCULINO,21-30
1,2017-04-03,2017,4,3,23:15:00,23,CALLE,No,"FERNANDEZ MORENO, BALDOMERO 2186",7,-58.45485084,-34.63531854,MOTO,AUTO,CONDUCTOR,MASCULINO,51-60
1,2017-04-03,2017,4,3,23:15:00,23,CALLE,No,"FERNANDEZ MORENO, BALDOMERO 2186",7,-58.45485084,-34.63531854,MOTO,AUTO,CONDUCTOR,MASCULINO,11-20
1,2017-04-03,2017,4,3,23:15:00,23,CALLE,No,"FERNANDEZ MORENO, BALDOMERO 2186",7,-58.45485084,-34.63531854,MOTO,AUTO,PEATON,FEMENINO,71-80
1,2017-04-03,2017,4,3,23:15:00,23,CALLE,No,"FERNANDEZ MORENO, BALDOMERO 2186",7,-58.45485084,-34.63531854,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,71-80
1,2017-04-03,2017,4,3,23:15:00,23,CALLE,No,"FERNANDEZ MORENO, BALDOMERO 2186",7,-58.45485084,-34.63531854,MOTO,AUTO,CONDUCTOR,MASCULINO,31-40
1,2017-04-03,2017,4,3,23:15:00,23,CALLE,No,"FERNANDEZ MORENO, BALDOMERO 2186",7,-58.45485084,-34.63531854,MOTO,AUTO,PEATON,MASCULINO,71-80
1,2017-04-10,2017,4,10,09:00:00,9,GRAL PAZ,No,"LUGONES, LEOPOLDO AV.",14,0.0,0.0,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,21-30
1,2017-04-10,2017,4,10,09:00:00,9,GRAL PAZ,No,"LUGONES, LEOPOLDO AV.",14,0.0,0.0,MOTO,CARGAS,PEATON,MASCULINO,31-40
1,2017-04-10,2017,4,10,09:00:00,9,GRAL PAZ,No,"LUGONES, LEOPOLDO AV.",14,0.0,0.0,MOTO,CARGAS,PEATON,FEMENINO,51-60
1,2017-04-10,2017,4,10,09:00:00,9,GRAL PAZ,No,"LUGONES, LEOPOLDO AV.",14,0.0,0.0,MOTO,CARGAS,PEATON,MASCULINO,31-40
1,2017-04-14,2017,4,14,06:15:00,6,CALLE,No,NOGOYA 5940,10,-58.52449285,-34.62454175,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,21-30
1,2017-04-14,2017,4,14,06:15:00,6,CALLE,No,NOGOYA 5940,10,-58.52449285,-34.62454175,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,61-70
1,2017-04-14,2017,4,14,06:15:00,6,CALLE,No,NOGOYA 5940,10,-58.52449285,-34.62454175,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,31-40
1,2017-04-14,2017,4,14,06:15:00,6,CALLE,No,NOGOYA 5940,10,-58.52449285,-34.62454175,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,51-60
1,2017-04-14,2017,4,14,06:15:00,6,CALLE,No,NOGOYA 5940,10,-58.52449285,-34.62454175,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,21-30
1,2017-04-23,2017,4,23,06:30:00,6,AVENIDA,CORVALAN,ARGENTINA AV. y CORVALAN,8,-58.46713742,-34.6719879,MOTO,AUTO,PEATON,MASCULINO,41-50
1,2017-04-23,2017,4,23,06:30:00,6,AVENIDA,CORVALAN,ARGENTINA AV. y CORVALAN,8,-58.46713742,-34.6719879,MOTO,AUTO,CONDUCTOR,MASCULINO,31-40
1,2017-04-23,2017,4,23,06:30:00,6,AVENIDA,CORVALAN,ARGENTINA AV. y CORVALAN,8,-58.46713742,-34.6719879,MOTO,AUTO,PEATON,MASCULINO,81+
1,2017-04-23,2017,4,23,06:30:00,6,AVENIDA,CORVALAN,ARGENTINA AV. y CORVALAN,8,-58.46713742,-34.6719879,MOTO,AUTO,PEATON,MASCULINO,71-80
1,2017-04-23,2017,4,23,06:30:00,6,AVENIDA,CORVALAN,ARGENTINA AV. y CORVALAN,8,-58.46713742,-34.6719879,MOTO,AUTO,PEATON,MASCULINO,11-20
1,2017-04-23,2017,4,23,06:30:00,6,AVENIDA,CORVALAN,ARGENTINA AV. y CORVALAN,8,-58.46713742,-34.6719879,MOTO,AUTO,CONDUCTOR,MASCULINO,51-60
1,2017-04-27,2017,4,27,18:16:00,18,AVENIDA,VARELA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON,PASAJEROS,PEATON,MASCULINO,21-30
1,2017-04-27,2017,4,27,18:16:00,18,AVENIDA,VARELA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON,PASAJEROS,PEATON,FEMENINO,41-50
1,2017-04-27,2017,4,27,18:16:00,18,AVENIDA,VARELA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON,PASAJEROS,PEATON,FEMENINO,71-80
1,2017-04-27,2017,4,27,18:16:00,18,AVENIDA,VARELA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON,PASAJEROS,PEATON,MASCULINO,31-40
1,2017-04-27,2017,4,27,18:16:00,18,AVENIDA,VARELA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON,PASAJEROS,CONDUCTOR,MASCULINO,71-80
2,2017-04-28,2017,4,28,11:08:08,11,AUTOPISTA,No,No,9,0.0,0.0,MOTO,CARGAS,PEATON,MASCULINO,71-80
2,2017-04-28,2017,4,28,11:08:08,11,AUTOPISTA,No,No,9,0.0,0.0,MOTO,CARGAS,CONDUCTOR,MASCULINO,41-50
2,2017-04-28,2017,4,28,11:08:08,11,AUTOPISTA,No,No,9,0.0,0.0,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,11-20
2,2017-04-28,2017,4,28,11:08:08,11,AUTOPISTA,No,No,9,0.0,0.0,MOTO,CARGAS,PEATON,FEMENINO,41-50
2,2017-04-28,2017,4,28,11:08:08,11,AUTOPISTA,No,No,9,0.0,0.0,MOTO,CARGAS,CONDUCTOR,MASCULINO,21-30
2,2017-04-28,2017,4,28,11:08:08,11,AUTOPISTA,No,No,9,0.0,0.0,MOTO,CARGAS,PEATON,FEMENINO,21-30
2,2017-04-28,2017,4,28,11:08:08,11,AUTOPISTA,No,No,9,0.0,0.0,MOTO,CARGAS,CONDUCTOR,MASCULINO,51-60
1,2017-05-01,2017,5,1,03:47:47,3,AUTOPISTA,No,No,7,0.0,0.0,AUTO,AUTO,CONDUCTOR,MASCULINO,31-40
1,2017-05-01,2017,5,1,03:47:47,3,AUTOPISTA,No,No,7,0.0,0.0,AUTO,AUTO,CONDUCTOR,MASCULINO,31-40
1,2017-05-01,2017,5,1,03:47:47,3,AUTOPISTA,No,No,7,0.0,0.0,AUTO,AUTO,PEATON,FEMENINO,51-60
1,2017-05-01,2017,5,1,03:47:47,3,AUTOPISTA,No,No,7,0.0,0.0,AUTO,AUTO,CONDUCTOR,MASCULINO,41-50
1,2017-05-01,2017,5,1,03:47:47,3,AUTOPISTA,No,No,7,0.0,0.0,AUTO,AUTO,CONDUCTOR,MASCULINO,41-50
1,2017-05-01,2017,5,1,03:47:47,3,AUTOPISTA,No,No,7,0.0,0.0,AUTO,AUTO,PEATON,MASCULINO,71-80
1,2017-05-05,2017,5,5,03:40:00,3,GRAL PAZ,GOLETA SANTA CRUZ,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8,-58.49413799,-34.68095739,PEATON,CARGAS,PEATON,FEMENINO,41-50
1,2017-05-05,2017,5,5,03:40:00,3,GRAL PAZ,GOLETA SANTA CRUZ,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8,-58.49413799,-34.68095739,PEATON,CARGAS,PEATON,MASCULINO,71-80
1,2017-05-05,2017,5,5,03:40:00,3,GRAL PAZ,GOLETA SANTA CRUZ,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8,-58.49413799,-34.68095739,PEATON,CARGAS,CICLISTA,MASCULINO,41-50
1,2017-05-05,2017,5,5,03:40:00,3,GRAL PAZ,GOLETA SANTA CRUZ,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8,-58.49413799,-34.68095739,PEATON,CARGAS,PASAJERO_ACOMPAÑANTE,FEMENINO,11-20
1,2017-05-05,2017,5,5,20:16:22,20,CALLE,VILLARINO,VIEYTES y VILLARINO,4,-58.37547846,-34.65326075,MOTO,CARGAS,PEATON,MASCULINO,31-40
1,2017-05-05,2017,5,5,20:16:22,20,CALLE,VILLARINO,VIEYTES y VILLARINO,4,-58.37547846,-34.65326075,MOTO,CARGAS,CONDUCTOR,MASCULINO,21-30
1,2017-05-05,2017,5,5,20:16:22,20,CALLE,VILLARINO,VIEYTES y VILLARINO,4,-58.37547846,-34.65326075,MOTO,CARGAS,CONDUCTOR,MASCULINO,41-50
1,2017-05-05,2017,5,5,20:16:22,20,CALLE,VILLARINO,VIEYTES y VILLARINO,4,-58.37547846,-34.65326075,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,41-50
1,2017-05-05,2017,5,5,20:16:22,20,CALLE,VILLARINO,VIEYTES y VILLARINO,4,-58.37547846,-34.65326075,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,21-30
1,2017-05-05,2017,5,5,20:16:22,20,CALLE,VILLARINO,VIEYTES y VILLARINO,4,-58.37547846,-34.65326075,MOTO,CARGAS,PEATON,MASCULINO,51-60
1,2017-05-07,2017,5,7,21:00:00,21,AVENIDA,"MORAN, PEDRO","DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,-58.48680218,-34.58689719,MOTO,AUTO,CONDUCTOR,MASCULINO,31-40
1,2017-05-07,2017,5,7,21:00:00,21,AVENIDA,"MORAN, PEDRO","DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,-58.48680218,-34.58689719,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,21-30
1,2017-05-07,2017,5,7,21:00:00,21,AVENIDA,"MORAN, PEDRO","DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,-58.48680218,-34.58689719,MOTO,AUTO,PEATON,FEMENINO,81+
1,2017-05-07,2017,5,7,21:00:00,21,AVENIDA,"MORAN, PEDRO","DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,-58.48680218,-34.58689719,MOTO,AUTO,CONDUCTOR,MASCULINO,21-30
1,2017-05-07,2017,5,7,21:00:00,21,AVENIDA,"MORAN, PEDRO","DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,-58.48680218,-34.58689719,MOTO,AUTO,CICLISTA,MASCULINO,51-60
1,2017-05-07,2017,5,7,21:00:00,21,AVENIDA,"MORAN, PEDRO","DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,-58.48680218,-34.58689719,MOTO,AUTO,CONDUCTOR,MASCULINO,41-50
1,2017-05-09,2017,5,9,08:30:00,8,AVENIDA,No,DE LOS CONSTITUYENTES AV. 4900,12,-58.49563989,-34.57962262,AUTO,AUTO,PEATON,MASCULINO,71-80
1,2017-05-09,2017,5,9,08:30:00,8,AVENIDA,No,DE LOS CONSTITUYENTES AV. 4900,12,-58.49563989,-34.57962262,AUTO,AUTO,CONDUCTOR,MASCULINO,31-40
1,2017-05-09,2017,5,9,08:30:00,8,AVENIDA,No,DE LOS CONSTITUYENTES AV. 4900,12,-58.49563989,-34.57962262,AUTO,AUTO,CONDUCTOR,MASCULINO,21-30
1,2017-05-09,2017,5,9,08:30:00,8,AVENIDA,No,DE LOS CONSTITUYENTES AV. 4900,12,-58.49563989,-34.57962262,AUTO,AUTO,CONDUCTOR,MASCULINO,41-50
1,2017-05-09,2017,5,9,08:30:00,8,AVENIDA,No,DE LOS CONSTITUYENTES AV. 4900,12,-58.49563989,-34.57962262,AUTO,AUTO,PEATON,MASCULINO,81+
1,2017-05-09,2017,5,9,08:30:00,8,AVENIDA,No,DE LOS CONSTITUYENTES AV. 4900,12,-58.49563989,-34.57962262,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,41-50
1,2017-05-09,2017,5,9,23:10:00,23,AVENIDA,LIBERTAD,CORDOBA AV. y LIBERTAD,1,-58.38403232,-34.5991594,PEATON,MOTO,PEATON,FEMENINO,51-60
1,2017-05-09,2017,5,9,23:10:00,23,AVENIDA,LIBERTAD,CORDOBA AV. y LIBERTAD,1,-58.38403232,-34.5991594,PEATON,MOTO,PEATON,MASCULINO,81+
1,2017-05-09,2017,5,9,23:10:00,23,AVENIDA,LIBERTAD,CORDOBA AV. y LIBERTAD,1,-58.38403232,-34.5991594,PEATON,MOTO,CONDUCTOR,MASCULINO,21-30
1,2017-05-09,2017,5,9,23:10:00,23,AVENIDA,LIBERTAD,CORDOBA AV. y LIBERTAD,1,-58.38403232,-34.5991594,PEATON,MOTO,CONDUCTOR,MASCULINO,31-40
1,2017-05-09,2017,5,9,23:10:00,23,AVENIDA,LIBERTAD,CORDOBA AV. y LIBERTAD,1,-58.38403232,-34.5991594,PEATON,MOTO,PEATON,MASCULINO,51-60
1,2017-05-09,2017,5,9,23:10:00,23,AVENIDA,LIBERTAD,CORDOBA AV. y LIBERTAD,1,-58.38403232,-34.5991594,PEATON,MOTO,PEATON,MASCULINO,21-30
1,2017-05-11,2017,5,11,09:24:00,9,CALLE,LIMA,BRASIL y LIMA,1,-58.38223382,-34.62693865,PEATON,PASAJEROS,PEATON,MASCULINO,31-40
1,2017-05-11,2017,5,11,09:24:00,9,CALLE,LIMA,BRASIL y LIMA,1,-58.38223382,-34.62693865,PEATON,PASAJEROS,PEATON,FEMENINO,31-40
1,2017-05-11,2017,5,11,09:24:00,9,CALLE,LIMA,BRASIL y LIMA,1,-58.38223382,-34.62693865,PEATON,PASAJEROS,CONDUCTOR,MASCULINO,51-60
1,2017-05-11,2017,5,11,09:24:00,9,CALLE,LIMA,BRASIL y LIMA,1,-58.38223382,-34.62693865,PEATON,PASAJEROS,CONDUCTOR,MASCULINO,31-40
1,2017-05-11,2017,5,11,09:24:00,9,CALLE,LIMA,BRASIL y LIMA,1,-58.38223382,-34.62693865,PEATON,PASAJEROS,PEATON,FEMENINO,41-50
1,2017-05-11,2017,5,11,09:24:00,9,CALLE,LIMA,BRASIL y LIMA,1,-58.38223382,-34.62693865,PEATON,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,41-50
1,2017-05-13,2017,5,13,07:20:00,7,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.45966521,-34.67323292,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,31-40
1,2017-05-13,2017,5,13,07:20:00,7,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.45966521,-34.67323292,MOTO,OBJETO FIJO,PEATON,MASCULINO,51-60
1,2017-05-13,2017,5,13,07:20:00,7,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.45966521,-34.67323292,MOTO,OBJETO FIJO,PEATON,FEMENINO,71-80
1,2017-05-13,2017,5,13,07:20:00,7,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.45966521,-34.67323292,MOTO,OBJETO FIJO,PEATON,FEMENINO,61-70
1,2017-05-13,2017,5,13,07:20:00,7,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.45966521,-34.67323292,MOTO,OBJETO FIJO,PEATON,FEMENINO,81+
1,2017-05-15,2017,5,15,13:29:30,13,AVENIDA,CALLAO AV.,PARAGUAY y CALLAO AV.,2,-58.39303911,-34.59871111,PEATON,MOTO,PEATON,MASCULINO,41-50
1,2017-05-15,2017,5,15,13:29:30,13,AVENIDA,CALLAO AV.,PARAGUAY y CALLAO AV.,2,-58.39303911,-34.59871111,PEATON,MOTO,CONDUCTOR,MASCULINO,51-60
1,2017-05-15,2017,5,15,13:29:30,13,AVENIDA,CALLAO AV.,PARAGUAY y CALLAO AV.,2,-58.39303911,-34.59871111,PEATON,MOTO,PEATON,FEMENINO,51-60
1,2017-05-15,2017,5,15,13:29:30,13,AVENIDA,CALLAO AV.,PARAGUAY y CALLAO AV.,2,-58.39303911,-34.59871111,PEATON,MOTO,CONDUCTOR,MASCULINO,41-50
1,2017-05-15,2017,5,15,13:29:30,13,AVENIDA,CALLAO AV.,PARAGUAY y CALLAO AV.,2,-58.39303911,-34.59871111,PEATON,MOTO,PEATON,FEMENINO,51-60
1,2017-05-15,2017,5,15,16:00:00,16,AVENIDA,SAN BLAS,"JUSTO, JUAN B. AV. y SAN BLAS",10,-58.51262106,-34.63395999,MOTO,CARGAS,CONDUCTOR,MASCULINO,31-40
1,2017-05-15,2017,5,15,16:00:00,16,AVENIDA,SAN BLAS,"JUSTO, JUAN B. AV. y SAN BLAS",10,-58.51262106,-34.63395999,MOTO,CARGAS,PEATON,MASCULINO,31-40
